"BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT","TENURE"
"C13918",0.00922304826206127,1,0,0,0,0.00114941728577117,0,0,0,0.0555553333333333,0.016260162601626,0,0.0584307178631052,0.00638893099862883,0.00274079081162298,0,1
"C13919",0.0484750735332569,0.909091,0.0045758965667929,0.00550522861786623,0,0.039151189285363,0.083333,0.083333,0,0.222222,0.0650406504065041,0.00837988826815642,0.0550918196994992,0.0440124891526906,0.00611932068663604,0,1
"C13920",0.0990326462761399,1,0.0137784650232455,0.0165767732834494,0,0.00493671134357311,0.416667,0.416667,0,0.111111333333333,0.024390243902439,0.0139664804469274,0.0651085141903172,0.0129522854377836,0.00756091919283752,0,1
"C13921",0.0548994975647544,0.9,0.0192964579420252,0.0173127664141801,0.0106933333333333,0.0188018500014902,0.9,0.3,0.7,0.2,0.0487804878048781,0.0754189944134078,0.0484140233722871,0.0421667472858025,0.00955086413407173,0,0.666666666666667
"C13922",0.151008146789433,1,0,0,0,0.0157171676757658,0,0,0,0.166666666666667,0.0650406504065041,0,0.0984974958263773,0.0143729263490275,0.0238373440445696,0,1
"C13923",0.00147319171740564,0.636364,0.0168082632045917,0,0.0366342222222222,0,1,0,1,0,0,0.0726256983240224,0.0818030050083473,0.0132681620166738,0.000896938539582592,0.333333,1
"C13924",0.0208146885426012,1,0.00584711489109713,0.00128774264773529,0.0104111111111111,0,0.75,0.083333,0.666667,0,0,0.0418994413407821,0.0317195325542571,0.00458846551345601,0.00245460026252988,0,1
"C13925",0.0861859620896441,0.727273,0,0,0,0.0634353502541577,0,0,0,0.111111333333333,0.032520325203252,0,0.0984974958263773,0.0867419072826591,0.00654733605689897,0.142857,1
"C13926",0.127137980295198,0.9,0,0,0,0.0785320926245638,0,0,0,0.2,0.0650406504065041,0,0.0984974958263773,0.0316964774664999,0.00682703333613174,0,0.666666666666667
"C13927",0.0467692341361612,0.909091,0.0154310080614492,0.0185649360605968,0,0,0.416667,0.416667,0,0,0,0.0251396648044693,0.0984974958263773,0.0387317381035788,0.00362308396679283,0,1
"C13928",0.00301466561402786,1,0.0069025890724572,0.00830445582507897,0,0,0.166667,0.166667,0,0,0,0.00558659217877095,0.232053422370618,0.00698536713431172,0.00260782961805404,0.125,1
"C13929",0.105716362439785,1,0.00122350175582698,0.00147198626146156,0,0.0980480818324923,0.083333,0.083333,0,0.444444666666667,0.16260162601626,0.00279329608938547,0.115191986644407,0.0675983923353301,0.00859927053198964,0.1,1
"C13930",0.255171295093491,1,0,0,0,0.102575631066558,0,0,0,0.333333333333333,0.0975609756097561,0,0.265442404006678,0.0222117737128331,0.0157629383155803,0,1
"C13931",0.0117734100549442,1,0.0310547176494411,0.0242919439418565,0.0236773333333333,0,1,1,1,0,0,0.167597765363128,0.248747913188648,0.0257572070013015,0.00263049136885241,0.333333,1
"C13932",0.00136715420716867,0.636364,0.0061132265229895,0,0.013324,0,0.333333,0,0.25,0,0,0.0111731843575419,0.248747913188648,0.00607765107606935,0.00113404258036204,0.3,1
"C13933",0.140405970401131,1,0.00887038772974559,0.0106719003955963,0,0.0778120167284159,0.181818,0.181818,0,0.121212,0.016260162601626,0.00837988826815642,0.165275459098498,0.0225464223556771,0.00767631627244059,0,0.833333333333333
"C13934",0.0978718566336998,1,0,0,0,0.0423881895936732,0,0,0,0.0555553333333333,0.00813008130081301,0,0.0984974958263773,0.0147762553452406,0.00575667648731365,0,1
"C13935",0.000779087331284954,0.545455,0.00346842356081018,0,0.00755955555555556,0,0.454545,0,0.454545,0,0,0.0279329608938547,0.232053422370618,0.0037638422166035,0.000960109731652112,0.5,0.833333333333333
"C13936",0.105657477608565,1,0.0260852613511905,0.00595933637952712,0.0460577777777778,0.00417067157049851,1,0.333333,1,0.0555553333333333,0.00813008130081301,0.139664804469274,0.148580968280467,0.0129516791654906,0.0112880974636524,0,1
"C13937",0.0582912298570179,1,0,0,0,0.0120898334823358,0,0,0,0.0555553333333333,0.00813008130081301,0,0.115191986644407,0.0698890581187635,0.00726330561612366,0.083333,1
"C13938",0.0381649173380798,1,0.112093968197519,0.134859455978411,0,0,0.583333,0.583333,0,0,0,0.0921787709497207,0.0550918196994992,0.0829612362239812,0.0025312710941205,0.25,1
"C13939",0.0951846117324055,0.727273,0,0,0,0.0594920560910156,0,0,0,0.0555553333333333,0.00813008130081301,0,0.298831385642738,0.0189651084569427,0.0124558220409225,0,1
"C13940",0.00226853813324352,1,0.00660690948146568,0.00794872581189242,0,0,1,1,0,0,0,0.0335195530726257,0.0584307178631052,0.00690931417785083,0.00248112926552803,0.3,1
"C13941",0.0930222596668435,1,0.0239806344142088,0,0.0522666666666667,0,1,0,1,0,0,0.0335195530726257,0.0550918196994992,0.0266154214226703,0.0389135458911766,0,1
"C13942",0.0273791023657815,0.909091,0,0,0,0.021248711678147,0,0,0,0.111111333333333,0.024390243902439,0,0.0367278797996661,0.0240571371401042,0.0019128056135601,0.1,1
"C13943",0.0317603186100012,1,0.0155792556908635,0.00812045754239627,0.0192444444444444,0.0169004875183563,0.916667,0.166667,0.916667,0.222222,0.0569105691056911,0.0698324022346369,0.348914858096828,0.0391276574709329,0.00281901985469567,0.083333,1
"C13944",0.0357436551152207,1,0.163965140803641,0.0722914532797694,0.226404,0,1,0.666667,1,0,0,0.184357541899441,0.232053422370618,0.124832597873699,0.0025410664132706,0.833333,1
"C13945",0.122720589394273,1,0.00388584157650648,0.00467502836640191,0,0.0862677556895868,0.166667,0.166667,0,0.388888666666667,0.0813008130081301,0.0111731843575419,0.115191986644407,0.164025253842308,0.0186352239997528,0.25,1
"C13946",0.00212566866918811,1,0.00922948549508081,0,0.020116,0,1,0,0.916667,0,0,0.0502793296089385,0.165275459098498,0.00840582396164294,0.00234027255965869,0.818182,1
"C13947",0.0725918488512011,1,0.00158871702994133,0,0.00346266666666667,0.00637567683320266,0.083333,0,0.083333,0.111111333333333,0.016260162601626,0.00279329608938547,0.0818030050083473,0.0126043924926979,0.00520599488802477,0,1
"C13948",0.448419408811989,1,0,0,0,0.0863531283887717,0,0,0,0.333333333333333,0.0650406504065041,0,0.365609348914858,0.0484841973596031,0.0272447300377508,0,1
"C13949",0.0267746257474062,0.454545,0.000650291183222039,0.000782360697966819,0,0,0.083333,0.083333,0,0,0,0.00279329608938547,0.0484140233722871,0.0275224375598476,0.00311138324148872,0,1
"C13950",0.0529778335026724,1,0.0284021658428082,0.0341704437425251,0,0,0.333333,0.333333,0,0,0,0.0195530726256983,0.298831385642738,0.0249563280450296,0.00358594634664691,0,1
"C13951",0.0379754647439797,1,0.0427234578117222,0.00583887883713085,0.0825395555555556,0,0.75,0.166667,0.583333,0,0,0.0698324022346369,0.165275459098498,0.0297592144093,0.00370546623366616,0,1
"C13953",0.0066236917618689,1,0,0,0,0.0248269518561783,0,0,0,0.0555553333333333,0.016260162601626,0,0.0383973288814691,0.0223079976487479,0.00103175133709936,0.083333,1
"C13954",0.0512330225359658,0.818182,0.140652946182032,0,0.306558222222222,0,0.5,0,0.5,0,0,0.0167597765363128,0.203672787979967,0.164384796576352,0.0877397724602738,0.272727,1
"C13955",0.0593013974267906,1,0.0247029082840653,0,0.0538408888888889,0,1,0,1,0,0,0.11731843575419,0.131886477462437,0.0668510623975697,0.00446800250530655,0.333333,1
"C13956",0.121109768105368,1,0.00734019486712465,0,0.0159982222222222,0.0603235178499238,0.916667,0,0.916667,0.222222,0.0487804878048781,0.0307262569832402,0.131886477462437,0.0292335312813264,0.0269142553793105,0,1
"C13957",0.0464123014814634,1,0.00382283123608139,0,0.008332,0,0.75,0,0.666667,0,0,0.0251396648044693,0.0317195325542571,0.00519666379690861,0.00568953362741819,0,1
"C13958",0.0459258121367153,1,0.00786507712037442,0.00776963415008127,0.00306666666666667,0.00614848749382202,0.416667,0.333333,0.166667,0.111111333333333,0.016260162601626,0.0223463687150838,0.0651085141903172,0.00705658146573019,0.00303424888723376,0,1
"C13959",0.0233554075972653,0.636364,0.0761568667914502,0.0916237848446748,0,0,0.333333,0.333333,0,0,0,0.0195530726256983,0.131886477462437,0.11452373959936,0.00236100692730699,0.5,1
"C13961",0.0174682474189801,1,0.0157016058664462,0,0.0342222222222222,0,0.583333,0,0.5,0,0,0.0195530726256983,0.181969949916528,0.0110151319003582,0.00283805023732916,0,1
"C13962",0.00533961288364432,1,0.0124458676941906,0.00210984697476157,0.023304,0,1,0.166667,1,0,0,0.111731843575419,0.0484140233722871,0.00640507740731417,0.00200060560913972,0.090909,1
"C13964",0.217562596362267,1,0.0219061871872041,0.0263551780183385,0,0.00403593782696832,0.75,0.75,0,0.111111333333333,0.024390243902439,0.058659217877095,0.198664440734558,0.0182716522919199,0.0153903148983909,0,1
"C13965",0.00224153124053097,0.909091,0.0144373207187583,0.00799779202060781,0.0169777777777778,0,0.75,0.166667,0.5,0,0,0.0558659217877095,0.0984974958263773,0.0148901779133097,0.00195385904218219,0.625,1
"C13966",0.0076805226480482,1,0.0640293134707339,0.0613136250728326,0.0284777777777778,0,1,1,0.916667,0,0,0.114525139664804,0.165275459098498,0.0589667293125409,0.00231183206227585,0.833333,1
"C13967",0.203578747788096,1,0,0,0,0.0905657780467752,0,0,0,0.166666666666667,0.0894308943089431,0,0.248747913188648,0.0264686097212807,0.0122980677770443,0,1
"C13968",0.08367133033138,1,0.0468701091791792,0.0167855500015333,0.0717462222222222,0.0117657556162588,1,0.416667,1,0.166666666666667,0.024390243902439,0.14804469273743,0.148580968280467,0.0213329598738069,0.00454402540508608,0,1
"C13969",0.0490086575308729,1,0.00372250409210358,0,0.00811333333333333,0.0488940040563825,0.25,0,0.166667,0.277778,0.0569105691056911,0.00837988826815642,0.0818030050083473,0.0346030256615825,0.00324744487764083,0,1
"C13970",0.00305450426759905,0.181818,0.00894930359299643,0.0107668435094606,0,0,0.083333,0.083333,0,0,0,0.00279329608938547,0.248747913188648,0.0344710242867752,0.00354047478112703,0,1
"C13971",0.132063069649796,1,0.0646902083358398,0.0405571467999632,0.0675208888888889,0.0139192037776992,1,0.916667,0.916667,0.111111333333333,0.016260162601626,0.114525139664804,0.225375626043406,0.0521713577337387,0.00905709395902093,0,1
"C13972",0.0794910790692687,1,0.00142741871513147,0.00171731730503849,0,0,0.181818,0.181818,0,0,0,0.00558659217877095,0.0550918196994992,0.0411068861398783,0.0498956735832345,0,0.833333333333333
"C13973",0.00420136469353086,1,0.0315738902278303,0.000701156122542856,0.0675462222222222,0,0.916667,0.083333,0.75,0,0,0.058659217877095,0.315525876460768,0.0217918848338191,0.00196271795812284,0.7,1
"C13974",0.00488915425924412,1,0.00326267134887194,0.00392529669723083,0,0,0.083333,0.083333,0,0,0,0.00279329608938547,0.17195325542571,0.0124825981834393,0.00643531551008136,0.1,1
"C13975",0.0241009782895788,0.363636,0.0100473964188511,0,0.0218986666666667,0,1,0,1,0,0,0.0335195530726257,0.198664440734558,0.0416340630742027,0.00261626081994818,0,1
"C13977",0.0728195384721288,1,0,0,0,0.01484612116141,0,0,0,0.222222,0.0569105691056911,0,0.0484140233722871,0.016730232105814,0.00680649857273445,0,1
"C13978",0.239711570002881,1,0.0346889256981658,0.0324477291545279,0.0168231111111111,0,1,0.916667,0.833333,0,0,0.108938547486034,0.398998330550918,0.0237584841476495,0.0149371664330045,0,1
"C13979",0.0897617838894725,1,0.00691278492042243,0.00831672237725781,0,0,0.166667,0.166667,0,0,0,0.0111731843575419,0.0651085141903172,0.0120784210250838,0.00623100606426708,0,1
"C13980",0.00498010922418032,1,0.0209594007451534,0.00228157870526542,0.0415484444444444,0,1,0.083333,1,0,0,0.0782122905027933,0.599332220367279,0.0205285061171745,0.00227593956378886,0.416667,1
"C13981",0.325800545243735,1,0,0,0,0.0497462874329332,0,0,0,0.111111333333333,0.0650406504065041,0,0.248747913188648,0.0272342852563444,0.028452771859818,0,1
"C13982",0.00339637107592416,1,0.00741666372686384,0.0089229353859364,0,0,1,1,0,0,0,0.0335195530726257,0.198664440734558,0.00676351145818979,0.00223779599109312,0.083333,1
"C13984",0.119296905436159,1,0,0,0,0.0608131834906817,0,0,0,0.166666666666667,0.040650406504065,0,0.265442404006678,0.00645770220116467,0.00478759231242932,0,0.333333333333333
"C13985",0.26260511423806,1,0.0675044662912012,0.0753875310497102,0.0105555555555556,0.0428507626264401,0.75,0.666667,0.333333,0.0555553333333333,0.00813008130081301,0.0782122905027933,0.248747913188648,0.0519185662405274,0.0315736476308464,0,1
"C13986",0.195541502587271,1,0,0,0,0.024151995429778,0,0,0,0.222222,0.0487804878048781,0,0.148580968280467,0.0183401053252169,0.0128000657542342,0,1
"C13987",0.0182778046750714,1,0.0141722286716625,0.0170505075285964,0,0,0.083333,0.083333,0,0,0,0.00279329608938547,0.131886477462437,0.00928203862335895,0.00235262001501913,0,1
"C13988",0.0444454543736723,1,0.171238043074195,0.167120488208777,0.0704622222222222,0,1,1,1,0,0,0.329608938547486,0.332220367278798,0.159054085957729,0.00265161239366338,1,1
"C13989",0.00207725049499404,0.363636,0.000930880919225026,0.00111993621392867,0,0,0.083333,0.083333,0,0,0,0.00279329608938547,0.0984974958263773,0.0163884265280715,0.00310850615777695,0,1
"C13990",0.183376504560811,1,0,0,0,0.0110857450512894,0,0,0,0.060606,0.00813008130081301,0,0.415692821368948,0.0266125056730792,0.0103462253777979,0,0.833333333333333
"C13991",0.0377788390150746,1,0.0149756614913222,0.00441595878438468,0.02464,0,0.583333,0.083333,0.5,0,0,0.0223463687150838,0.0317195325542571,0.00562736735442037,0.00369138627465848,0,1
"C13992",0.0622231723130412,0.9,0.00623985895471759,0.00574074641970008,0.0032,0.0278854658967211,0.4,0.2,0.3,0.133333333333333,0.0650406504065041,0.0195530726256983,0.0984974958263773,0.00987321538485292,0.00880650525132961,0,0.666666666666667
"C13993",0.225021935039683,1,0.0863594440163321,0.103898432947959,0,0,0.833333,0.833333,0,0,0,0.0810055865921788,0.332220367278798,0.032733283369082,0.0162807247259578,0,1
"C13994",0.0519582643839147,1,0.00876781749921543,0.0103117544236254,0.000428888888888889,0.021846427303404,0.875,0.5,0.5,0.166666666666667,0.032520325203252,0.0363128491620112,0.0484140233722871,0.00385083522262359,0.00235092435393741,0,0.333333333333333
"C13995",0.164159350159137,1,0.0684598172455427,0.0538994756048944,0.0515657777777778,0,1,1,1,0,0,0.430167597765363,0.232053422370618,0.0226642860978188,0.00925512828484414,0,1
"C13996",0.20544642390083,1,0.0424281860546493,0.0164980220184612,0.0625857777777778,0.0388167242966346,1,0.166667,1,0.111111333333333,0.040650406504065,0.11731843575419,0.198664440734558,0.020067393541561,0.0116279839775387,0,1
"C13997",0.024648282189467,1,0.104355727425832,0.0628604373025852,0.113568444444444,0,1,1,1,0,0,0.226256983240223,0.141903171953255,0.10391558241234,0.00283212461782456,0.333333,1
"C13998",0.186098806918517,1,0.0277922502175284,0,0.0605742222222222,0,1,0,1,0,0,0.0418994413407821,0.248747913188648,0.0202410888283814,0.0135988845058623,0,1
"C13999",0.0639710131899602,0.818182,0,0,0,0.0947800493747321,0,0,0,0.242424,0.0975609756097561,0,0.0818030050083473,0.0658688087382925,0.00504263488710861,0,0.833333333333333
"C14000",0.0357125692205224,1,0.0129774792070975,0.002600754392959,0.0235733333333333,0.0535826466966234,1,0.083333,1,0.166666666666667,0.0813008130081301,0.053072625698324,0.398998330550918,0.00611081212599301,0.00348187846718605,0,1
"C14001",0.0751685630228382,1,0,0,0,0.0300159080728792,0,0,0,0.0555553333333333,0.00813008130081301,0,0.0484140233722871,0.0046447337374303,0.00579242077791011,0,1
"C14002",0.00691904333862075,1,0.0160978165183749,0.0193193290195958,0.0000866666666666667,0,1,1,0.083333,0,0,0.0391061452513966,0.165275459098498,0.0399014384748057,0.00245553160070458,0.916667,1
"C14003",0.00188985102884217,0.636364,0.00599515860355219,0,0.0130666666666667,0,0.5,0,0.416667,0,0,0.0167597765363128,0.0383973288814691,0.00990170004883853,0.00246941178531796,0.333333,1
"C14004",0.00674825200662721,0.454545,0,0,0,0.0103978118709158,0,0,0,0.0555553333333333,0.00813008130081301,0,0.0383973288814691,0.00393078290336606,0.00108987990096971,0,1
"C14005",0.20929521336214,1,0.000407833918608993,0.000490662087153853,0,0.0277102514389366,0.083333,0.083333,0,0.222222,0.040650406504065,0.00279329608938547,0.198664440734558,0.0237203729024936,0.0150358161518569,0,1
"C14006",0.0906429084450247,1,0.0045667203036242,0.00549418872090527,0,0.00562228178343148,0.083333,0.083333,0,0.0555553333333333,0.00813008130081301,0.00279329608938547,0.165275459098498,0.0342022557807207,0.00698668388620244,0,1
"C14007",0.0498313138882081,1,0.0138447380350195,0.0049409672176393,0.021224,0,1,0.166667,1,0,0,0.122905027932961,0.0651085141903172,0.0345088632801639,0.00801030090835473,0.083333,1
"C14008",0.00378003545860877,1,0.0203916959304496,0.0245331043576927,0,0,0.083333,0.083333,0,0,0,0.00279329608938547,0.0383973288814691,0.00184106954234937,0.000273125887428045,0,1
"C14009",0.00172784847919523,1,0.00798334895677103,0,0.0174,0,0.75,0,0.75,0,0,0.0251396648044693,0.215358931552588,0.00798876079139009,0.00213063607150985,0.727273,1
"C14010",0.200731601934004,1,0.0203916959304496,0.0245331043576927,0,0,0.083333,0.083333,0,0,0,0.00279329608938547,0.165275459098498,0.0228802369526989,0.0174952529598021,0,1
"C14011",0.0304663779645365,1,0.0154874930591765,0.00208531387040388,0.0299777777777778,0.0211089215048642,0.833333,0.166667,0.75,0.222222,0.040650406504065,0.0670391061452514,0.131886477462437,0.0235478879126885,0.0153684894541977,0.083333,1
"C14013",0.0792687178767238,1,0,0,0,0.037847459478159,0,0,0,0.166666666666667,0.040650406504065,0,0.115191986644407,0.0101207312385622,0.00678561064422605,0,1
"C14014",0.0676829514703694,0.727273,0,0,0,0.068590098422911,0,0,0,0.121212,0.024390243902439,0,0.115191986644407,0.0969810106874757,0.00535637175208604,0.285714,0.833333333333333
"C14015",0.253395774220529,1,0.119402759852911,0.143652611242295,0,0,0.833333,0.833333,0,0,0,0.0726256983240224,0.232053422370618,0.0762208033523221,0.0161312686380995,0,1
"C14016",0.304449221000679,1,0,0,0,0.0984189577996371,0,0,0,0.444444666666667,0.0975609756097561,0,0.198664440734558,0.0381829808842155,0.0304558012386023,0,1
"C14018",0.363843457588117,1,0.000374187620323751,0,0.000815555555555556,0.314750297186437,0.416667,0,0.416667,0.0555553333333333,0.00813008130081301,0.0139664804469274,0.599332220367279,0.439294579372738,0.0208430892215041,0.090909,1
"C14019",0.0906304180669681,1,0,0,0,0.0159793742963638,0,0,0,0.166666666666667,0.024390243902439,0,0.0550918196994992,0.0230614019218856,0.027695853614796,0,1
"C14020",0.0249788655636395,1,0.110558269576997,0.133011867889233,0,0,1,1,0,0,0,0.0949720670391061,0.348914858096828,0.108649404068965,0.00240605966549511,1,1
"C14021",0.0504837788671743,1,0,0,0,0.0238513144927688,0,0,0,0.111111333333333,0.016260162601626,0,0.0383973288814691,0.00543522404811326,0.0073890412823908,0,1
"C14022",0.0716402923132436,1,0,0,0,0.00536704549450423,0,0,0,0.0555553333333333,0.00813008130081301,0,0.0484140233722871,0.0101133591283587,0.00410298463699347,0,1
"C14023",0.00596694056717508,0.272727,0.0162725733524988,0.0195774172774387,0,0,0.083333,0.083333,0,0,0,0.00279329608938547,0.165275459098498,0.0861956149778401,0.00110556647068053,0,1
"C14024",0.000520190617150034,0.909091,0.00412524008672996,0,0.00899111111111111,0,0.909091,0,0.818182,0,0,0.0279329608938547,0.0484140233722871,0.00385589724434747,0.00196409224471216,0,0.833333333333333
"C14026",0.00139193972235636,0.909091,0.00817523481547656,0.00283627219479285,0.01268,0,0.583333,0.083333,0.416667,0,0,0.053072625698324,0.0818030050083473,0.00917028399479111,0.00193534556794119,0.5,1
"C14027",0.00827952438109026,0.857143,0.0257651117250824,0.00213438007911926,0.0522893333333333,0,0.714286,0.142857,0.428571,0,0,0.0223463687150838,0.332220367278798,0.0287583351724643,0.00133207961538989,1,0.166666666666667
"C14028",0.122687949659071,1,0.0188458014619622,0,0.0410751111111111,0.00917032286934742,1,0,1,0.111111333333333,0.016260162601626,0.134078212290503,0.0818030050083473,0.0172420112301641,0.0110649210381995,0,1
"C14029",0.0165988979707345,1,0.00183443696590325,0,0.00399822222222222,0,0.416667,0,0.416667,0,0,0.0139664804469274,0.155258764607679,0.00593642809681354,0.00264835842948396,0,1
"C14030",0.0238330799080212,1,0.00486851740339485,0,0.0106111111111111,0,0.571429,0,0.571429,0,0,0.0167597765363128,0.0484140233722871,0.001852436985189,0.00139286386729237,0,0.166666666666667
"C14031",0.100513502854017,1,0.0109880653521228,0.0119598883743752,0.00228222222222222,0,0.416667,0.416667,0.166667,0,0,0.0251396648044693,0.0651085141903172,0.0201662633411634,0.0128268477602994,0,1
"C14032",0.475831095932539,1,0,0,0,0.00776620269488761,0,0,0,0.0555553333333333,0.00813008130081301,0,0.332220367278798,0.0497632038678908,0.0612013216671813,0,1
"C14033",0.170094792609648,1,0.0615560046713297,0.0740575914624797,0,0.0882031704201929,0.25,0.25,0,0.333333333333333,0.0731707317073171,0.0167597765363128,0.181969949916528,0.0664285197489401,0.00920127759436374,0.083333,1
"C14034",0.128660734851052,1,0,0,0,0.0139491749394895,0,0,0,0.0555553333333333,0.00813008130081301,0,0.0984974958263773,0.0136609703915337,0.00794316395112253,0,1
"C14035",0.0179780504101946,0.818182,0.0129214020432887,0.00161820356343341,0.0252311111111111,0.007796730486971,0.5,0.083333,0.333333,0.0555553333333333,0.00813008130081301,0.0167597765363128,0.148580968280467,0.0320379355777245,0.00203216576220917,0.272727,1
"C14036",0.471724780539537,1,0,0,0,0.074629911754458,0,0,0,0.166666666666667,0.040650406504065,0,0.415692821368948,0.038312591888901,0.043448003367071,0,1
"C14037",0.1194934786002,1,0.0273993022369487,0.0309678922996719,0.003616,0,1,0.666667,1,0,0,0.0698324022346369,0.0984974958263773,0.0141658630780703,0.00737554840933733,0,1
"C14038",0.00285285205633666,1,0.00705593462585418,0,0.0153786666666667,0,0.916667,0,0.75,0,0,0.0307262569832402,0.148580968280467,0.00468815321186084,0.0017890408347726,0.333333,1
"C14039",0.0516792632632086,1,0.012226453045979,0.0144745315710387,0.000425777777777778,0,0.333333,0.333333,0.083333,0,0,0.0139664804469274,0.0984974958263773,0.015435392764361,0.00267171649822652,0,1
"C14040",0.143492717463061,1,0.0212691506063369,0.0075799932533963,0.0326248888888889,0.0026193366851786,1,0.5,1,0.0555553333333333,0.00813008130081301,0.14804469273743,0.0984974958263773,0.0333449433054629,0.0137557527943836,0,1
"C14041",0.304317798809316,1,0,0,0,0.156209995077571,0,0,0,0.166666666666667,0.024390243902439,0,0.415692821368948,0.149246222155996,0.0194937754785087,0,1
"C14042",0.154604609251974,1,0.000249186524270095,0.000299794535251004,0,0.00519111436301891,0.083333,0.083333,0,0.111111333333333,0.016260162601626,0.00279329608938547,0.0984974958263773,0.0123865801762455,0.0168661279892512,0,1
"C14043",0.0889475819158247,1,0.0497553302363785,0.0337057867459904,0.0473817777777778,0.0226703025295784,1,0.75,1,0.222222,0.0569105691056911,0.125698324022346,0.181969949916528,0.029073070103818,0.00664802206369275,0,1
"C14044",0.00997660230226251,0.666667,0.00752453579833592,0,0.0164,0.0210258166105835,0.666667,0,0.5,0.111111333333333,0.00813008130081301,0.0167597765363128,0.0818030050083473,0.00576744803552714,0.00132606855777955,0,0
"C14045",0.0887643929425886,1,0,0,0,0.0288344583239304,0,0,0,0.111111333333333,0.032520325203252,0,0.115191986644407,0.00736752918159277,0.00838156892485959,0,1
"C14046",0.160058266046666,1,0.0259247787042178,0.0304068202030114,0.00141866666666667,0,0.75,0.75,0.083333,0,0,0.0670391061452514,0.105175292153589,0.0239785761118016,0.0244015208596542,0,1
"C14047",0.0220282482154034,1,0.00917626316870234,0.0110398969609617,0,0.0289616632598211,0.083333,0.083333,0,0.111111333333333,0.024390243902439,0.00279329608938547,0.315525876460768,0.0842979048639985,0.0019941068554304,0,1
"C14048",0.157430867582786,1,0.716383932403975,0.836277837406851,0.0463746666666667,0,1,1,0.833333,0,0,0.960893854748603,0.398998330550918,0.569712121983104,0.0100383886893598,0.75,1
"C14049",0.00234390837725438,0.727273,0.0130506853954878,0,0.0284444444444444,0,0.909091,0,0.818182,0,0,0.0279329608938547,0.198664440734558,0.0117588755238881,0.00100491671749472,0,0.833333333333333
"C14050",0.29637931411449,1,0.125237231892531,0.124394614983593,0.0476044444444444,0.0212944293164955,1,0.916667,1,0.222222,0.0487804878048781,0.256983240223464,0.432387312186978,0.22702016038691,0.0195606744445468,0,1
"C14051",0.142505345557912,1,0,0,0,0.00674700670924877,0,0,0,0.222222,0.032520325203252,0,0.0984974958263773,0.013102670243998,0.0115227348979429,0,1
"C14052",0.00502002969199632,1,0.00207934123402795,0.00250164065135392,0,0.00207736160760986,0.25,0.25,0,0.111111333333333,0.024390243902439,0.00837988826815642,0.0984974958263773,0.00605090717517546,0.00228136717389372,0,1
"C14053",0.0881907770984575,1,0,0,0,0.00160902147513869,0,0,0,0.111111333333333,0.016260162601626,0,0.0584307178631052,0.00479982128924771,0.0590451691546354,0,1
"C14054",0.00075841111771021,1,0.0033421989630007,0,0.00728444444444444,0,1,0,0.909091,0,0,0.0307262569832402,0.0484140233722871,0.00273507484860279,0.00199524392301443,0.777778,0.833333333333333
"C14055",0.433795399375595,1,0.0756472783101483,0.0593887577049281,0.0572866666666667,0.0504794826243664,1,0.666667,1,0.555555333333333,0.382113821138211,0.220670391061453,0.282136894824708,0.135000658748235,0.102005455023931,0,1
"C14056",0.257291528156586,1,0,0,0,0.00900455114233511,0,0,0,0.181818,0.040650406504065,0,0.165275459098498,0.0173538653630168,0.0216133861210825,0,0.833333333333333
"C14057",0.00727802266224754,1,0.0272004832016268,0.0162875279830722,0.0297777777777778,0,0.75,0.583333,0.333333,0,0,0.0391061452513966,0.248747913188648,0.0197302683322938,0.00186402955130469,0.333333,1
"C14058",0.000218457266741644,1,0.00143883806485253,0,0.003136,0,1,0,1,0,0,0.0335195530726257,0.198664440734558,0.00107546267648004,0.000537277907493458,0.222222,1
"C14059",0.031109207241939,1,0.1269996861718,0.0847545156245208,0.123258222222222,0,1,1,1,0,0,0.326815642458101,0.148580968280467,0.119323788543844,0.00222443545025275,1,1
"C14060",0.0636394682621056,1,0,0,0,0.00253255605375671,0,0,0,0.0555553333333333,0.016260162601626,0,0.0383973288814691,0.00815288075742083,0.0122860387383007,0,1
"C14061",0.000450869796118314,0.545455,0.0104525794169892,0.00864791928608666,0.00711511111111111,0,0.5,0.083333,0.333333,0,0,0.0279329608938547,0.0818030050083473,0.017904477754698,0.000882644788991381,0.25,1
"C14062",0.00171253367176046,0.454545,0.0111314189745138,0.0133921310067773,0,0,0.25,0.25,0,0,0,0.0111731843575419,0.0651085141903172,0.0217036995113479,0.00197429317236946,0.5,1
"C14063",0.00914843330321281,0.363636,0,0,0,0.0202831066221724,0,0,0,0.0555553333333333,0.00813008130081301,0,0.0383973288814691,0.00469260643770381,0.00262066410202827,0,1
"C14064",0.00775953903472517,0.363636,0.0270993403898117,0.0326030237051121,0,0,0.166667,0.166667,0,0,0,0.0111731843575419,0.131886477462437,0.0908120845694987,0.00140996691912757,1,1
"C14065",0.0183717119369634,1,0.0652636228254041,0.0514675089699163,0.0490053333333333,0,1,1,1,0,0,0.139664804469274,0.232053422370618,0.0615021796388847,0.0025244216489217,1,1
